strata,model,model_descr,term,estimate,conf.low,conf.high,std.error,statistic,p.value,or,or.ll,or.ul,ve,ve.ll,ve.ul
all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw1-3,-4.851879311813004,-6.811720198144887,-2.892038425481121,0.9999371936376682,-4.852184059843167,1.2210921461698497e-6,0.007813679402347309,0.0011007976802208947,0.05546304002967658,0.9921863205976527,0.9445369599703234,0.9988992023197791
all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw4-7,-4.173048985360888,-5.308474126382742,-3.0376238443390333,0.579309186279923,-7.203491821281882,5.868980356593593e-13,0.015405218160570928,0.004949473229324055,0.0479486877853454,0.9845947818394291,0.9520513122146546,0.995050526770676
all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw8-14,-2.610591668341387,-2.9895496145779883,-2.2316337221047857,0.19334944377844346,-13.501935238731946,1.523217245901928e-41,0.07349104857014735,0.05031009055309686,0.1073529019837413,0.9265089514298527,0.8926470980162587,0.9496899094469031
all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw15-21,-2.6009646596123974,-2.974330389134879,-2.2275989300899157,0.19049621955686083,-13.653628747399056,1.9207085509314768e-42,0.07420196404036641,0.05108162736744628,0.10778692362014872,0.9257980359596336,0.8922130763798513,0.9489183726325537
all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw22-28,-2.3160313684915725,-2.7196087356583836,-1.9124540013247615,0.2059106036387291,-11.24775182804601,2.3757032903057996e-29,0.09866437218369463,0.06590053391179056,0.14771744264519443,0.9013356278163054,0.8522825573548056,0.9340994660882095
all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw29+,-2.7565073957417714,-3.18416482494751,-2.328849966536033,0.2181965753345703,-12.633137763574423,1.3863760811649668e-36,0.06351320793462716,0.04141281831462003,0.0974077048198162,0.9364867920653729,0.9025922951801838,0.9585871816853799
all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw1-3,-4.92367101941129,-6.883246598499127,-2.9640954403234527,0.9998018303115364,-4.924646935160224,8.451280518228296e-7,0.007272384718579142,0.001024811486927289,0.0516071298669741,0.9927276152814208,0.9483928701330259,0.9989751885130728
all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw4-7,-4.243383837178818,-5.378558224187472,-3.1082094501701643,0.5791812482080105,-7.326521447833243,2.362034071472106e-13,0.014358921291229123,0.004614470167682349,0.04468088711282488,0.9856410787087708,0.9553191128871751,0.9953855298323177
all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw8-14,-2.6792958256600166,-3.052791605257704,-2.305800046062329,0.19056257285530487,-14.05992680259633,6.695543103905381e-45,0.06861145157100673,0.04722690133268209,0.09967902093595293,0.9313885484289932,0.9003209790640471,0.952773098667318
all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw15-21,-2.706657060875601,-3.069455250069409,-2.343858871681793,0.18510451827457744,-14.62231762954939,2.0239158559262024e-48,0.06675960740648369,0.04644644966736527,0.09595663851567435,0.9332403925935163,0.9040433614843256,0.9535535503326348
all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw22-28,-2.60596740195184,-3.0031991491237933,-2.2087356547798866,0.20267298292482244,-12.857991057044206,7.756645353478219e-38,0.07383167772897167,0.04962804661449652,0.10983943572508943,0.9261683222710283,0.8901605642749105,0.9503719533855035
all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw29+,-3.253816223733771,-3.679824815817975,-2.8278076316495673,0.21735531644688658,-14.970032833445234,1.1526433260026818e-50,0.038626518766035144,0.025227393888504777,0.0591423735078208,0.9613734812339648,0.9408576264921792,0.9747726061114952
all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw1-3,-4.973254719525485,-7.214214871205366,-2.732294567845605,1.1433680258189887,-4.349653486210766,1.3635281970862502e-5,0.006920586770479082,7.360482596522315e-4,0.06506981114303469,0.9930794132295209,0.9349301888569653,0.9992639517403478
all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw4-7,-3.8741756135801833,-5.74116117206938,-2.0071900550909865,0.9525611558251789,-4.067114840751706,4.759878926805148e-5,0.020771454522392086,0.0032110375426065456,0.13436570493211122,0.979228545477608,0.8656342950678888,0.9967889624573935
all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw8-14,0.417837726681455,0.08234786309533876,0.7533275902675713,0.171171443063453,2.4410481047738974,0.01464470386675142,1.5186742141013043,1.0858334655298418,2.124056258894913,-0.5186742141013043,-1.124056258894913,-0.08583346552984183
all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw15-21,-1.4164892312779225,-1.8531029394583787,-0.9798755230974663,0.22276618939144266,-6.358636537921295,2.0355240624202986e-10,0.2425641102747151,0.15675002508168367,0.3753578193222205,0.7574358897252849,0.6246421806777795,0.8432499749183163
all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw22-28,-1.158784726438422,-1.6152581805869763,-0.7023112722898674,0.23289889903547153,-4.9754839170018315,6.50848384422556e-7,0.3138673839362321,0.19883932735895982,0.49543888529220126,0.686132616063768,0.5045611147077987,0.8011606726410402
all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw29+,-1.5288523635777058,-2.028737660688996,-1.028967066466416,0.25504820550495905,-5.994366282839733,2.042804723699745e-9,0.21678431418535604,0.13150141582542668,0.3573759155506238,0.783215685814644,0.6426240844493762,0.8684985841745734
