term,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,model,strata
"vax_az:strata(timesincevax)(21,28]",0.46298179393712025,0.19727842279646068,0.20060233459898735,2.307958154438435,0.021001464027561877,0.06980844290845195,0.8561551449657885,1 Time,all
"vax_az:strata(timesincevax)(28, Inf]",0.4845704693587124,0.24718441310298112,0.24964515279876492,1.9410369635709175,0.0522537940456774,-0.004725039041865442,0.9738659777592902,1 Time,all
calendar_weekweek 00:regionEast Midlands,0.054840258516115986,400.0747330265985,0.79800364348902,0.06872181469791817,0.9452110536339937,-1.509218142254104,1.6188986592863361,1 Time,all
calendar_weekweek 01:regionEast Midlands,-9.408571209888557,95.37314080883978,0.6257563287504294,-15.035519063269403,4.2966717511424145e-51,-10.635031077337404,-8.18211134243971,1 Time,all
calendar_weekweek 02:regionEast Midlands,-1.9354076885865927,1.0759065904870568,1.074030799158252,-1.8020038997982422,0.07154479199906402,-4.040469373223539,0.16965399605035314,1 Time,all
calendar_weekweek 03:regionEast Midlands,0.05982490359516185,0.43744302209973424,0.44003083747546445,0.13595616147810916,0.8918559371616418,-0.8026196899437461,0.9222694971340699,1 Time,all
calendar_weekweek 04:regionEast Midlands,0.19227016800062202,0.42208578558863674,0.4258182635829326,0.4515310507887019,0.6516068510418915,-0.6423182925813093,1.0268586285825534,1 Time,all
calendar_weekweek 05:regionEast Midlands,0.38370486670033,0.38038704005132,0.38429516666415237,0.9984639412227158,0.31805444129743093,-0.36949981939422605,1.136909552794886,1 Time,all
calendar_weekweek 06:regionEast Midlands,0.14237099424864152,0.3589732969949566,0.3623350573645685,0.39292635740016996,0.69437387366867,-0.567792668522167,0.8525346570194501,1 Time,all
calendar_weekweek 07:regionEast Midlands,0.24318341827272347,0.35534387593377165,0.3583022420440535,0.6787102890716044,0.4973214455433565,-0.45907607171357423,0.9454429082590212,1 Time,all
calendar_weekweek 08:regionEast Midlands,0.5000538141750857,0.3530205481554389,0.35559758824188387,1.4062351115692608,0.1596543211758149,-0.1969046517683104,1.1970122801184817,1 Time,all
calendar_weekweek 09:regionEast Midlands,-0.06599498681733726,0.3569147305739167,0.35297549308002957,-0.1869676170474938,0.851686023044455,-0.7578142406794621,0.6258242670447876,1 Time,all
calendar_weekweek 10:regionEast Midlands,NA,0,0,NA,NA,NA,NA,1 Time,all
calendar_weekweek 00:regionLondon,NA,0,0,NA,NA,NA,NA,1 Time,all
calendar_weekweek 01:regionLondon,11.025392231137491,430.65749409984466,1.68690249349188,6.535879977457964,6.323661375878566e-11,7.719124098462595,14.331660363812388,1 Time,all
calendar_weekweek 02:regionLondon,21.904665733335403,575.7956690395598,2.5508917874522345,8.58706192127939,8.922155380985664e-18,16.90500970147002,26.904321765200784,1 Time,all
calendar_weekweek 03:regionLondon,10.594292230287508,221.98241556170962,1.151696613690503,9.198856803389479,3.6177804728699343e-20,8.337008346337383,12.851576114237632,1 Time,all
calendar_weekweek 04:regionLondon,44.98756828564265,648.2863213051036,3.020658527343284,14.893298225671973,3.6434364326270515e-50,39.06718636245602,50.907950208829284,1 Time,all
calendar_weekweek 05:regionLondon,21.486547535761964,385.54304215557636,1.4499393805541736,14.818928173086592,1.1053409087197738e-49,18.644718570109468,24.32837650141446,1 Time,all
calendar_weekweek 06:regionLondon,32.78511918510198,499.23453661902823,2.1444111055760176,15.288635234098669,9.103798682631608e-53,28.58215065012527,36.988087720078695,1 Time,all
calendar_weekweek 07:regionLondon,NA,0,0,NA,NA,NA,NA,1 Time,all
calendar_weekweek 08:regionLondon,NA,0,0,NA,NA,NA,NA,1 Time,all
calendar_weekweek 09:regionLondon,NA,0,0,NA,NA,NA,NA,1 Time,all
calendar_weekweek 10:regionLondon,NA,0,0,NA,NA,NA,NA,1 Time,all
calendar_weekweek 00:regionNorth East,-0.4475482305724889,519.2241476611805,1.0067134198727763,-0.4445636878755902,0.6566350940128256,-2.4206702762762795,1.5255738151313016,1 Time,all
calendar_weekweek 01:regionNorth East,0.3253997911878653,1.1720851345776357,1.1966700450597991,0.2719210633968904,0.7856827150185421,-2.020030398507264,2.6708299808829947,1 Time,all
calendar_weekweek 02:regionNorth East,-0.590433179370863,0.8464348226263968,0.8525936358054556,-0.6925141762442006,0.48861448642275845,-2.261485998997615,1.080619640255889,1 Time,all
calendar_weekweek 03:regionNorth East,-0.4792637725663322,0.5627312348501129,0.5579828157592549,-0.8589221012374573,0.3903834950076803,-1.5728899954467201,0.6143624503140557,1 Time,all
calendar_weekweek 04:regionNorth East,-0.6718626670785891,0.612426122205914,0.5952672280639661,-1.1286740398320605,0.25903536440022507,-1.838564995260953,0.49483966110377475,1 Time,all
calendar_weekweek 05:regionNorth East,-0.4999344814768389,0.531226581655387,0.5266200121138496,-0.9493267820759506,0.342454436223586,-1.532090738758031,0.532221775804353,1 Time,all
calendar_weekweek 06:regionNorth East,-0.6044662387108823,0.4613204143222608,0.4481104437312443,-1.3489224524153536,0.17736187566414494,-1.4827465695203834,0.27381409209861873,1 Time,all
calendar_weekweek 07:regionNorth East,0.024464211365713605,0.424949851821957,0.41730394398141196,0.05862444321111741,0.9532512412950891,-0.7934364894443738,0.8423649121758011,1 Time,all
calendar_weekweek 08:regionNorth East,-0.6138581841203641,0.46497901865117636,0.4578334737344154,-1.340789215592517,0.1799888986132406,-1.5111953035566827,0.2834789353159547,1 Time,all
calendar_weekweek 09:regionNorth East,-0.15525658890882701,0.4392128607545262,0.4363303824330379,-0.35582346579464635,0.7219727745401389,-1.0104484238381695,0.6999352460205154,1 Time,all
calendar_weekweek 10:regionNorth East,NA,0,0,NA,NA,NA,NA,1 Time,all
calendar_weekweek 00:regionNorth West,NA,0,0,NA,NA,NA,NA,1 Time,all
calendar_weekweek 01:regionNorth West,-10.44594463799613,152.5960371737899,0.7294514888052125,-14.320273244086202,1.6347918327076903e-46,-11.875643284523468,-9.016245991468791,1 Time,all
calendar_weekweek 02:regionNorth West,-1.1712850357846634,0.7752853841635355,0.766330808305881,-1.5284326600075107,0.12640515104606606,-2.673265820307658,0.3306957487383311,1 Time,all
calendar_weekweek 03:regionNorth West,-0.8128337917722155,0.5952867766003389,0.5983551664558594,-1.3584470183264945,0.17432188343595295,-1.9855883679891686,0.35992078444473763,1 Time,all
calendar_weekweek 04:regionNorth West,-0.390163613254765,0.5556198714648067,0.559794861104436,-0.6969760538440806,0.4858177798671314,-1.4873413797500612,0.7070141532405312,1 Time,all
calendar_weekweek 05:regionNorth West,-1.0692672491875903,0.5853401347368357,0.5845943635369614,-1.8290755366134919,0.06738829316253461,-2.2150511472851497,0.07651664890996912,1 Time,all
calendar_weekweek 06:regionNorth West,-0.7572907769072251,0.49481611641694273,0.5072841395922261,-1.492833538056135,0.1354807658900405,-1.7515494204363773,0.23696786662192704,1 Time,all
calendar_weekweek 07:regionNorth West,-1.352506127940666,0.539163354208115,0.5323917149354404,-2.5404342141287373,0.011071491987719156,-2.3959747148816444,-0.30903754099968794,1 Time,all
calendar_weekweek 08:regionNorth West,-0.14562169178985976,0.4615612439725214,0.44560020632723846,-0.3267989774738088,0.7438199328668497,-1.0189820476948641,0.7277386641151445,1 Time,all
calendar_weekweek 09:regionNorth West,-0.12777962106855825,0.4636121574780933,0.4445851932369392,-0.2874131280401388,0.7737960103416015,-0.9991505878727392,0.7435913457356228,1 Time,all
calendar_weekweek 10:regionNorth West,NA,0,0,NA,NA,NA,NA,1 Time,all
calendar_weekweek 00:regionSouth East,NA,0,0,NA,NA,NA,NA,1 Time,all
calendar_weekweek 01:regionSouth East,2.432305469788974,1.5467396627583416,1.5289477693232123,1.5908362068284596,0.11164644225502242,-0.5643770923273759,5.428988031905323,1 Time,all
calendar_weekweek 02:regionSouth East,-0.5527997719704403,1.5672269708793456,1.689062272798075,-0.3272820551812341,0.7434545636429329,-3.8633009943000345,2.757701450359154,1 Time,all
calendar_weekweek 03:regionSouth East,0.4284187793353739,1.2809179291744148,1.4727238849674775,0.2909023094609719,0.7711260349702812,-2.458066994372791,3.3149045530435384,1 Time,all
calendar_weekweek 04:regionSouth East,-10.385299230240978,98.4878003103167,1.3063633355069653,-7.9497785554512035,1.868452021328311e-15,-12.945724318558245,-7.824874141923711,1 Time,all
calendar_weekweek 05:regionSouth East,0.07106295724698435,1.2341051813223307,1.3801042741222938,0.05149100584604618,0.9589342686408925,-2.633891714942505,2.7760176294364736,1 Time,all
calendar_weekweek 06:regionSouth East,0.9615620420939596,1.2180306250464152,1.2791191483164723,0.7517376652202656,0.4522088348579215,-1.5454654205418734,3.4685895047297928,1 Time,all
calendar_weekweek 07:regionSouth East,-0.30157862587903894,1.5077497423558,1.6509735707390576,-0.18266714332927655,0.8550591977658596,-3.537427363955082,2.9342701121970043,1 Time,all
calendar_weekweek 08:regionSouth East,0.5050464809622377,1.247352684918213,1.2819524454680196,0.39396662703650726,0.6936056785494479,-2.0075341420481276,3.017627103972603,1 Time,all
calendar_weekweek 09:regionSouth East,0.11743127787715636,1.3426073368458815,1.605440545686763,0.0731458279116294,0.9416900739031779,-3.02917437098923,3.2640369267435423,1 Time,all
calendar_weekweek 10:regionSouth East,NA,0,0,NA,NA,NA,NA,1 Time,all
calendar_weekweek 00:regionSouth West,NA,0,0,NA,NA,NA,NA,1 Time,all
calendar_weekweek 01:regionSouth West,2.5377661396845683,629.293480746458,1.5851505775417327,1.6009621897373063,0.10938529387659345,-0.5690719023700934,5.64460418173923,1 Time,all
calendar_weekweek 02:regionSouth West,11.7569565534677,206.31612896785177,1.0022252992981147,11.730851896975075,8.856281441286484e-32,9.792631062448521,13.72128204448688,1 Time,all
calendar_weekweek 03:regionSouth West,-0.40221422870868634,433.64873017255303,1.394009213070674,-0.28853053834752146,0.7729406577491975,-3.1344220804442293,2.3299936230268563,1 Time,all
calendar_weekweek 04:regionSouth West,12.785822326346922,206.3186698419239,1.6583550642218448,7.709942582378433,1.2587435680205748e-14,9.5355061268925,16.036138525801345,1 Time,all
calendar_weekweek 05:regionSouth West,12.64682749704471,206.3165268109142,1.0110198632543534,12.508980245290203,6.667466899672471e-36,10.665264977411567,14.628390016677852,1 Time,all
calendar_weekweek 06:regionSouth West,10.51164119932113,206.3172950493098,1.4235548129313176,7.384078999863763,1.535122823576261e-13,7.721525035957093,13.301757362685166,1 Time,all
calendar_weekweek 07:regionSouth West,-0.5075568491848554,306.24828968195067,1.102297511792373,-0.46045359238773104,0.6451906746679292,-2.6680202725460216,1.6529065741763107,1 Time,all
calendar_weekweek 08:regionSouth West,2.089652052542879,391.40083284429585,1.7564491374000455,1.1897025698313426,0.23416331498547913,-1.352924997437654,5.532229102523412,1 Time,all
calendar_weekweek 09:regionSouth West,11.88935919501983,206.31781806359848,0.9093544421630675,13.074504993607107,4.605521817222595e-39,10.107057239198706,13.671661150840954,1 Time,all
calendar_weekweek 10:regionSouth West,NA,0,0,NA,NA,NA,NA,1 Time,all
calendar_weekweek 00:regionWest Midlands,NA,0,0,NA,NA,NA,NA,1 Time,all
calendar_weekweek 01:regionWest Midlands,NA,0,0,NA,NA,NA,NA,1 Time,all
calendar_weekweek 02:regionWest Midlands,NA,0,0,NA,NA,NA,NA,1 Time,all
calendar_weekweek 03:regionWest Midlands,NA,0,0,NA,NA,NA,NA,1 Time,all
calendar_weekweek 04:regionWest Midlands,NA,0,0,NA,NA,NA,NA,1 Time,all
calendar_weekweek 05:regionWest Midlands,NA,0,0,NA,NA,NA,NA,1 Time,all
calendar_weekweek 06:regionWest Midlands,NA,0,0,NA,NA,NA,NA,1 Time,all
calendar_weekweek 07:regionWest Midlands,NA,0,0,NA,NA,NA,NA,1 Time,all
calendar_weekweek 08:regionWest Midlands,NA,0,0,NA,NA,NA,NA,1 Time,all
calendar_weekweek 09:regionWest Midlands,NA,0,0,NA,NA,NA,NA,1 Time,all
calendar_weekweek 10:regionWest Midlands,NA,0,0,NA,NA,NA,NA,1 Time,all
calendar_weekweek 00:regionYorkshire and The Humber,-0.2118369921441032,1139.9954823004919,1.2258913386138577,-0.1728024217738841,0.8628067333825767,-2.6145398647868596,2.190865880498653,1 Time,all
calendar_weekweek 01:regionYorkshire and The Humber,0.5837192165499596,0.724278917630749,0.7346710711517886,0.7945313752926564,0.426886150985759,-0.8562096233910093,2.0236480564909285,1 Time,all
calendar_weekweek 02:regionYorkshire and The Humber,-0.9908895352421917,0.5811232345381124,0.5815842869493624,-1.7037763183730357,0.08842288383879394,-2.13077379163735,0.14899472115296641,1 Time,all
calendar_weekweek 03:regionYorkshire and The Humber,-0.078113008883736,0.3836834879534851,0.3793739123380008,-0.20589979000491132,0.8368691894859978,-0.821672213740273,0.6654461959728011,1 Time,all
calendar_weekweek 04:regionYorkshire and The Humber,-0.05524808608274289,0.388083107097436,0.3861277213789859,-0.14308241295246626,0.8862250944513056,-0.8120445134180717,0.7015483412525859,1 Time,all
calendar_weekweek 05:regionYorkshire and The Humber,-0.4254643790201184,0.37531074547685594,0.37560910201389264,-1.1327318127780135,0.25732689382085616,-1.161644691232779,0.31071593319254204,1 Time,all
calendar_weekweek 06:regionYorkshire and The Humber,-0.4538580639472631,0.3246985024773981,0.3177870910707328,-1.4281828201959397,0.15323924415291706,-1.0767093171976494,0.16899318930312318,1 Time,all
calendar_weekweek 07:regionYorkshire and The Humber,-0.12573960331064327,0.3149738889783471,0.31383041397636324,-0.4006609866694233,0.6886697378615364,-0.7408359119576107,0.48935670533632414,1 Time,all
calendar_weekweek 08:regionYorkshire and The Humber,-0.03148642183783889,0.3241874464565412,0.3328107360449022,-0.09460759052433573,0.9246265205162351,-0.6837834781541134,0.6208106344784357,1 Time,all
calendar_weekweek 09:regionYorkshire and The Humber,-0.464222541730464,0.32210246920954383,0.32652225863572776,-1.4217179057564844,0.15510815990527643,-1.104194408807163,0.17574932534623494,1 Time,all
calendar_weekweek 10:regionYorkshire and The Humber,NA,0,0,NA,NA,NA,NA,1 Time,all
calendar_weekweek 01,10.051534115434658,313.55592154499135,0.6525746753394182,15.402887202459455,1.5652179102109872e-53,8.77251125454648,11.330556976322836,2 Time + Demographics,all
calendar_weekweek 02,10.213531799188289,313.5557160685529,0.5014316105993016,20.368743380540504,3.167004741683315e-92,9.230743901703745,11.196319696672832,2 Time + Demographics,all
calendar_weekweek 03,10.574855045650601,313.55568541064247,0.4970601489400033,21.274799575467515,1.943419216012064e-100,9.60063505557808,11.549075035723122,2 Time + Demographics,all
calendar_weekweek 04,10.504005177444219,313.555689928532,0.5161766357434768,20.349633148960216,4.677619121804144e-92,9.492317561725955,11.515692793162483,2 Time + Demographics,all
calendar_weekweek 05,10.43502711323526,313.55567826351887,0.5076230776604724,20.556644432574057,6.711721030409773e-94,9.440104163299354,11.429950063171164,2 Time + Demographics,all
calendar_weekweek 06,10.65658379715204,313.5556588310037,0.5027173433078183,21.197963306841633,9.97194340012346e-100,9.671275909865058,11.641891684439022,2 Time + Demographics,all
calendar_weekweek 07,10.53777499203521,313.5556665007135,0.5066380117271971,20.799416443528422,4.38106627320354e-96,9.544782735850923,11.530767248219497,2 Time + Demographics,all
calendar_weekweek 08,10.513111827179726,313.5556774114505,0.5127764287147805,20.502330525468423,2.0522571472314098e-93,9.508088494777686,11.518135159581766,2 Time + Demographics,all
calendar_weekweek 09,10.779072498473846,313.55568414548446,0.5102204834931089,21.126302936090237,4.558747903543079e-99,9.77905872665274,11.779086270294952,2 Time + Demographics,all
calendar_weekweek 10,10.607663068272867,313.55570580385023,0.5198671750383553,20.404564045595382,1.5231401026211009e-92,9.588742128453111,11.626584008092623,2 Time + Demographics,all
"poly(age, degree = 2, raw = TRUE)1",-0.30225433911683,0.22163304647932366,0.22905706365692458,-1.3195591277182277,0.18698225664990306,-0.7511979342889006,0.14668925605524064,2 Time + Demographics,all
"poly(age, degree = 2, raw = TRUE)2",0.0017309147172421622,0.0012690317235687144,0.0013087383129623794,1.3225827501940937,0.18597417383265386,-8.341652413518107e-4,0.004295994675836135,2 Time + Demographics,all
sexMale,-0.033128148144546746,0.058491731337881984,0.05805611540488916,-0.5706228863834193,0.5682553012754288,-0.1469160434204305,0.080659747131337,2 Time + Demographics,all
imd2,0.10515799636984048,0.09352051759464496,0.09413227778822571,1.1171300518874079,0.2639387228631864,-0.07933787787780157,0.28965387061748255,2 Time + Demographics,all
imd3,0.05847315088188073,0.09325631772965833,0.09301679667472457,0.6286300213751569,0.5295913012394263,-0.12383642055786442,0.2407827223216259,2 Time + Demographics,all
imd4,0.014937061637473818,0.09344555293235313,0.0960248252293179,0.1555541663502377,0.8763844549972125,-0.17326813743374236,0.20314226070869001,2 Time + Demographics,all
imd5 least deprived,0.05760171734067256,0.0974765853450661,0.09709851146046802,0.5932296641243991,0.5530274628131456,-0.13270786807429438,0.24791130275563952,2 Time + Demographics,all
ethnicityBlack,-0.13837590552114215,0.41247002611422134,0.41294981362335614,-0.335091337872239,0.7375561868940671,-0.9477426676454477,0.6709908566031635,2 Time + Demographics,all
ethnicitySouth Asian,-0.2715250638638635,0.16477162670468345,0.16311347254525543,-1.6646390983340111,0.09598478001954745,-0.591221595445827,0.04817146771809999,2 Time + Demographics,all
ethnicityMixed,-0.5917175518588672,0.7198539535200168,0.6377004020590288,-0.927892706274466,0.3534632282190714,-1.8415873728212753,0.658152269103541,2 Time + Demographics,all
ethnicityOther,2.1380833540995257,0.6884469377996428,0.32530882967207053,6.572472552481385,4.9486512079516916e-11,1.5004897640893926,2.7756769441096587,2 Time + Demographics,all
"vax_az:strata(timesincevax)(0,3]",0.8007818318312939,0.2525019684892155,0.2533595500766606,3.160653828083434,0.0015741545965687347,0.3042062385417669,1.2973574251208209,2 Time + Demographics,all
"vax_az:strata(timesincevax)(3,7]",0.5281131551409916,0.17704202667548297,0.17749432995226755,2.975380426422713,0.002926254060911929,0.18023066097447826,0.8759956493075048,2 Time + Demographics,all
"vax_az:strata(timesincevax)(7,14]",0.23950830073512624,0.13429212084149225,0.1355291925643162,1.767208202184678,0.07719336656520426,-0.026124035544727142,0.5051406370149796,2 Time + Demographics,all
"vax_az:strata(timesincevax)(14,21]",0.03838250432451516,0.16405176719147443,0.16488875202429826,0.23277818440192366,0.8159336539541849,-0.28479351109886525,0.3615585197478956,2 Time + Demographics,all
"vax_az:strata(timesincevax)(21,28]",0.46246464491091255,0.197416029764338,0.2009517511877508,2.3013715589809824,0.02137063809544422,0.06860644995266701,0.856322839869158,2 Time + Demographics,all
"vax_az:strata(timesincevax)(28, Inf]",0.4814275863004924,0.24748225531347154,0.24926387917514495,1.9313973123326784,0.053433937281361005,-0.007120639529535178,0.96997581213052,2 Time + Demographics,all
calendar_weekweek 00:regionEast Midlands,2.0833653605126483,349.09364446004594,0.8026095536484907,2.5957395486287407,0.00943875825906121,0.5102795417138384,3.6564511793114582,2 Time + Demographics,all
calendar_weekweek 01:regionEast Midlands,-7.939604393079752,45.17757996529296,0.6296413267111356,-12.609725658497402,1.866415695907334e-36,-9.173678716611596,-6.705530069547909,2 Time + Demographics,all
calendar_weekweek 02:regionEast Midlands,-1.9403839904301265,1.0760638823142838,1.0749396670129656,-1.8051096726405595,0.0710575217584005,-4.047227023329016,0.16645904246876375,2 Time + Demographics,all
calendar_weekweek 03:regionEast Midlands,0.060567894219741535,0.43779352352320067,0.44181452771498153,0.13708896023177947,0.8909604785405854,-0.8053726679481956,0.9265084563876786,2 Time + Demographics,all
calendar_weekweek 04:regionEast Midlands,0.1864331163731835,0.42239157713790987,0.4265919813910907,0.43702911565575225,0.6620902328247654,-0.6496718032469351,1.022538035993302,2 Time + Demographics,all
calendar_weekweek 05:regionEast Midlands,0.38190190098029697,0.3805223966108168,0.3850490166392351,0.9918267142027615,0.32128206372846835,-0.3727803039151676,1.1365841058757615,2 Time + Demographics,all
calendar_weekweek 06:regionEast Midlands,0.13805219310691544,0.35928718445118335,0.3635886403244607,0.3796933616620142,0.7041730484274643,-0.574568447116915,0.8506728333307458,2 Time + Demographics,all
calendar_weekweek 07:regionEast Midlands,0.2541941705444633,0.3559156897579036,0.35926191097489574,0.7075455615505695,0.47922750938921,-0.4499462359833673,0.958334577072294,2 Time + Demographics,all
calendar_weekweek 08:regionEast Midlands,0.49776800937849225,0.3535057674580266,0.3569599192877615,1.3944647073309622,0.16317731985933637,-0.20186057634984472,1.1973965951068293,2 Time + Demographics,all
calendar_weekweek 09:regionEast Midlands,-0.07034192296770168,0.35715224312224536,0.3529587243045264,-0.19929220649327808,0.8420341752169729,-0.7621283106337755,0.6214444646983721,2 Time + Demographics,all
calendar_weekweek 10:regionEast Midlands,NA,0,0,NA,NA,NA,NA,2 Time + Demographics,all
calendar_weekweek 00:regionLondon,NA,0,0,NA,NA,NA,NA,2 Time + Demographics,all
calendar_weekweek 01:regionLondon,9.176530324218605,1157555.7541929283,4.528894809976917,2.026218472551668,0.04274240146532675,0.30005960689347866,18.05300104154373,2 Time + Demographics,all
calendar_weekweek 02:regionLondon,18.722295874622045,1157555.7436005694,4.421265985622372,4.23460066313711,2.289582073468735e-5,10.056773776730212,27.38781797251388,2 Time + Demographics,all
calendar_weekweek 03:regionLondon,9.036060175176694,1157555.7647846756,4.576382898274399,1.97449828304006,0.048325112478738635,0.06651451509384465,18.005605835259544,2 Time + Demographics,all
calendar_weekweek 04:regionLondon,39.00997291277388,1157555.7524236555,4.429527296520907,8.806802690529432,1.2876606343213286e-18,30.328258943055836,47.69168688249193,2 Time + Demographics,all
calendar_weekweek 05:regionLondon,18.41226929017504,1157555.7451287885,4.465089930468709,4.123605476461763,3.7298754047551715e-5,9.660853838723918,27.163684741626163,2 Time + Demographics,all
calendar_weekweek 06:regionLondon,28.34351436119896,1157555.7365799057,4.35057390286949,6.514890907267325,7.274250607043374e-11,19.8165461994949,36.87048252290302,2 Time + Demographics,all
calendar_weekweek 07:regionLondon,0,1157555.7695465228,4.936810302765992,0,1,-9.675970391927622,9.675970391927622,2 Time + Demographics,all
calendar_weekweek 08:regionLondon,NA,0,0,NA,NA,NA,NA,2 Time + Demographics,all
calendar_weekweek 09:regionLondon,NA,0,0,NA,NA,NA,NA,2 Time + Demographics,all
calendar_weekweek 10:regionLondon,NA,0,0,NA,NA,NA,NA,2 Time + Demographics,all
calendar_weekweek 00:regionNorth East,-0.6598798125889864,748.5989266534687,1.0180010923289449,-0.6482113011090568,0.5168482935242807,-2.6551252897761524,1.3353656645981793,2 Time + Demographics,all
calendar_weekweek 01:regionNorth East,0.2972696498344938,1.173861248560565,1.200548878307454,0.24761145106693827,0.804435049923899,-2.055762913328076,2.6503022129970635,2 Time + Demographics,all
calendar_weekweek 02:regionNorth East,-0.6786801094116127,0.8524900188558433,0.8696974738225823,-0.7803634365276574,0.435176983098526,-2.38325583554934,1.0258956167261148,2 Time + Demographics,all
calendar_weekweek 03:regionNorth East,-0.5407150354305399,0.5664091398637418,0.5525670745321294,-0.9785509494722883,0.32780190536323384,-1.623726600556173,0.5422965296950932,2 Time + Demographics,all
calendar_weekweek 04:regionNorth East,-0.6787231936903784,0.6142860065794865,0.5967545958122656,-1.1373572963716219,0.2553889514817748,-1.8483407090911756,0.4908943217104189,2 Time + Demographics,all
calendar_weekweek 05:regionNorth East,-0.5052763851562536,0.5334264595996778,0.5297661720620546,-0.9537724600072571,0.3401988326401045,-1.5435990026255297,0.5330462323130225,2 Time + Demographics,all
calendar_weekweek 06:regionNorth East,-0.613868389934704,0.46293472381045,0.44942288957140447,-1.3659037049050267,0.17196918973210945,-1.4947210673225784,0.2669842874531704,2 Time + Demographics,all
calendar_weekweek 07:regionNorth East,0.024978822041750545,0.42651700363309825,0.42031710731160726,0.05942851624935691,0.952610800509681,-0.7988275703750566,0.8487852144585576,2 Time + Demographics,all
calendar_weekweek 08:regionNorth East,-0.6289928443760988,0.4656266353091772,0.4607837118662487,-1.365050083538274,0.17223730924649153,-1.5321123242966277,0.27412663554443006,2 Time + Demographics,all
calendar_weekweek 09:regionNorth East,-0.17330381443124712,0.43977763677018067,0.43646350874138307,-0.39706369710264716,0.6913204895978078,-1.0287565721303409,0.6821489432678466,2 Time + Demographics,all
calendar_weekweek 10:regionNorth East,NA,0,0,NA,NA,NA,NA,2 Time + Demographics,all
calendar_weekweek 00:regionNorth West,NA,0,0,NA,NA,NA,NA,2 Time + Demographics,all
