.level,n,pct,pct_nonmiss,redacted
1,1683281,0.6498795626341866,0.8529536507466786,FALSE
10,3566,0.001376757962784294,0.001806966702863429,FALSE
11,25302,0.009768572623210379,0.012821052023513876,FALSE
12,8747,0.003377033623240107,0.004432287647208754,FALSE
13,15795,0.006098118906948381,0.008003656497960702,FALSE
14,4732,0.0018269261581310375,0.0023978032635865805,FALSE
15,5165,0.0019940983953395624,0.002617213410064389,FALSE
16,17851,0.006891897474386549,0.009045474653060872,FALSE
2,17372,0.006706965599968805,0.008802755345525376,FALSE
3,103848,0.04009353923702282,0.05262195125040981,FALSE
4,2966,0.0011451105209249065,0.0015029341673283598,FALSE
5,2946,0.0011373889395295935,0.0014927997494771908,FALSE
6,3471,0.0013400804511565579,0.0017588282180703765,FALSE
7,4680,0.001806850046503224,0.002371453777173541,FALSE
8,55729,0.021515800478969695,0.028239048621389803,FALSE
9,18022,0.006957916995316475,0.009132123925688367,FALSE
(missing),616670,0.23808337995238102,0,FALSE
