strata,model,model_descr,term,estimate,conf.low,conf.high,std.error,statistic,p.value,or,or.ll,or.ul,ve,ve.ll,ve.ul
all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw1-3,-3.066729284161308,-3.593435318043605,-2.5400232502790105,0.2687325063301609,-11.411828535523606,3.649751724259248e-30,0.04657323383185595,0.027503684044060058,0.07886456614619171,0.953426766168144,0.9211354338538082,0.97249631595594
all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw4-7,-2.8838512047379967,-3.2882285492945535,-2.47947386018144,0.20631876286821288,-13.977648783111746,2.1342301074645153e-44,0.05591899212481814,0.03731990124052967,0.08378729783077779,0.9440810078751819,0.9162127021692222,0.9626800987594704
all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw8-14,-2.2489267145451586,-2.47672404493121,-2.0211293841591074,0.11622526341447473,-19.34972353235447,2.049384680085804e-83,0.10551240874514184,0.08401801448884084,0.13250573066899285,0.8944875912548582,0.8674942693310072,0.9159819855111592
all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw15-21,-1.8900477917076057,-2.100399487112776,-1.6796960963024354,0.10732426568263376,-17.61062868388613,2.0416479462447233e-69,0.1510645890291803,0.12240751825812507,0.18643062438724334,0.8489354109708197,0.8135693756127567,0.877592481741875
all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw22-28,-2.1473691337391334,-2.4188632388863,-1.8758750285919668,0.13851994592180145,-15.50223774236373,3.3501766296072724e-54,0.11679101548792073,0.08902275757146337,0.1532208355571334,0.8832089845120793,0.8467791644428666,0.9109772424285366
all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw29+,-2.514934920412262,-2.9355107558764226,-2.0943590849481017,0.21458345091114392,-11.720078644152585,1.005785844344271e-31,0.08086817490293856,0.053103589408261716,0.12314914650787878,0.9191318250970615,0.8768508534921212,0.9468964105917382
all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw1-3,-3.086259673899137,-3.6135276332847095,-2.5589917145135646,0.2690192082837211,-11.472265098052825,1.818363561832989e-30,0.045672465236591374,0.026956585992433654,0.0773827249998628,0.9543275347634086,0.9226172750001372,0.9730434140075663
all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw4-7,-2.8890851120383134,-3.293886826239824,-2.4842833978368026,0.20653528197177864,-13.988336929440866,1.836564966457266e-44,0.05562708188565251,0.03710933119735323,0.08338528718442091,0.9443729181143475,0.916614712815579,0.9628906688026467
all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw8-14,-2.232677358955664,-2.4622529995771605,-2.0031017183341677,0.11713258122718577,-19.06111293343097,5.313252117099954e-81,0.10724092298205243,0.08524268273037497,0.13491616164192385,0.8927590770179475,0.8650838383580761,0.9147573172696251
all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw15-21,-1.8541133341207536,-2.0682447611904995,-1.6399819070510078,0.10925273564146447,-16.97086414573097,1.3493179041764577e-64,0.15659172567891708,0.12640746238064318,0.19398355199365291,0.8434082743210829,0.8060164480063471,0.8735925376193568
all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw22-28,-2.0850430454225672,-2.361170539333401,-1.8089155515117334,0.14088396322018784,-14.799718844960722,1.470961839710143e-49,0.12430176942842693,0.09430976527146752,0.16383170754972004,0.875698230571573,0.83616829245028,0.9056902347285325
all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw29+,-2.4171125496981705,-2.8392908782798005,-1.9949342211165402,0.21540106446430604,-11.221451276062327,3.199757622332934e-29,0.08917874525377495,0.0584671115665049,0.13602260128741814,0.9108212547462251,0.8639773987125818,0.9415328884334951
all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw1-3,-1.0608589702089033,-2.3234725989946017,0.2017546585767951,0.644202464302933,-1.6467788141059323,0.09960351751723182,0.3461583428864086,0.09793291270233068,1.2235477843294325,0.6538416571135914,-0.22354778432943245,0.9020670872976693
all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw4-7,-0.848479231437274,-1.8960238689121407,0.1990654060375927,0.53447137076893525,-1.5875110957142209,0.11239693596768915,0.42806542564028377,0.15016450753926097,1.2202617757773995,0.5719345743597162,-0.22026177577739947,0.849835492460739
all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw8-14,-1.1195872934352429,-1.6094407065960201,-0.6297338802744656,0.249929803315101,-4.479606987981798,7.478060051383774e-6,0.3264144802271328,0.1999994411683968,0.5327335530514741,0.6735855197728672,0.4672664469485259,0.8000005588316033
all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw15-21,-0.7511266056431253,-1.1903513430014767,-0.31190186828477373,0.2240983716144278,-3.3517718144577833,8.029617165514196e-4,0.47183468157785596,0.30411439682930114,0.732053362355737,0.528165318422144,0.26794663764426296,0.6958856031706988
all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw22-28,-0.4607387824088689,-1.1090685886357834,0.1875910238180456,0.33078659166232516,-1.3928580964950419,0.16366270606065925,0.6308174364893341,0.32986605903177596,1.2063400501008879,0.3691825635106659,-0.20634005010088785,0.6701339409682241
