.level,n,pct,pct_nonmiss,redacted
1,1089380,0.6453841213870504,0.8523419883546071,FALSE
10,2305,0.0013655569220998652,0.0018034554362640854,FALSE
11,18001,0.010664377507470573,0.01408416542654655,FALSE
12,5388,0.003192026332439945,0.004215625982902773,FALSE
13,9668,0.005727637450265291,0.007564341500130662,FALSE
14,2921,0.0017304953446653823,0.002285420099491277,FALSE
15,3613,0.002140458637547424,0.002826847935454291,FALSE
16,11874,0.007034543554452841,0.009290338329804663,FALSE
2,11284,0.006685008376995609,0.008828716330934464,FALSE
3,65840,0.03900575607421047,0.051513885433243985,FALSE
4,1825,0.001081189320100761,0.0014278985558273127,FALSE
5,1805,0.001069340670017465,0.0014122503524757804,FALSE
6,2457,0.001455606662732915,0.00192238178173573,FALSE
7,3106,0.0018400953579358703,0.0024301659804929496,FALSE
8,36823,0.021815142100860448,0.028810689600673497,FALSE
9,11812,0.006997812739194624,0.009241828899414913,FALSE
(missing),409854,0.24281083156196015,0,FALSE
