.level,n,pct,pct_nonmiss,redacted
E54000005,235544,0.09093860840887935,0.09094910735936218,FALSE
E54000006,136273,0.0526121530741739,0.05261822719824051,FALSE
E54000007,24408,0.009423417934839891,0.009424505877574093,FALSE
E54000008,19596,0.007565605451127602,0.007566478907609879,FALSE
E54000009,119098,0.04598124505094892,0.04598655363025727,FALSE
E54000010,8515,0.003287463279054477,0.0032878428198764094,FALSE
E54000012,103797,0.04007384920446477,0.04007847576919691,FALSE
E54000013,79898,0.030846945516135597,0.03085050682589376,FALSE
E54000014,83533,0.03225034293473372,0.0322540662680841,FALSE
E54000015,93061,0.0359289043114608,0.03593305233828756,FALSE
E54000016,27851,0.010752688172043012,0.01075392958031449,FALSE
E54000017,64160,0.024770833116163855,0.024773692932856188,FALSE
E54000020,60427,0.0233295999487287,0.023332293373654937,FALSE
E54000021,95245,0.036772100999828965,0.036776346374530665,FALSE
E54000022,122064,0.04712635557187383,0.04713179635530171,FALSE
E54000023,87333,0.03371744339984317,0.033721336111364235,FALSE
E54000024,94830,0.036611878185876225,0.03661610506269876,FALSE
E54000025,87689,0.03385488754867975,0.03385879612826101,FALSE
E54000026,138137,0.05333180446021706,0.05333796166873372,FALSE
E54000027,98684,0.038099826920753026,0.03810422558269919,FALSE
E54000029,7246,0.002797528939521872,0.002797851916949438,FALSE
E54000033,101607,0.03922833604167801,0.03923286499109599,FALSE
E54000035,4307,0.001662842553480638,0.0016630345302651433,FALSE
E54000036,36042,0.013915061832493419,0.013916668339869119,FALSE
E54000037,101373,0.03913799353935285,0.03914251205864137,FALSE
E54000040,99457,0.03839826604168187,0.038402699158713804,FALSE
E54000041,113127,0.04367596692537825,0.04368100935809261,FALSE
E54000042,77271,0.029832715799861242,0.029836160015815624,FALSE
E54000043,65461,0.025273121985928963,0.02527603979235815,FALSE
E54000044,2071,7.995697534846531e-4,7.99662064587674e-4,FALSE
E54000049,201739,0.07788720545545169,0.0778961976088135,FALSE
(missing),299,1.154376418599282e-4,0,FALSE
