.level1,.level2,n,pct,pct_nonmiss,redacted
E54000005,Oxford/AZ,6465,0.09942635682758409,0.0994278859462951,FALSE
E54000006,Oxford/AZ,3396,0.05222767328483767,0.05222847651564086,FALSE
E54000007,Oxford/AZ,207,0.0031834889193054767,0.003183537879486943,FALSE
E54000008,Oxford/AZ,531,0.008166341140827092,0.00816646673433607,FALSE
E54000009,Oxford/AZ,4552,0.07000599787767406,0.07000707452862108,FALSE
E54000010,Oxford/AZ,272,0.004183135198314442,0.0041831995324659345,FALSE
E54000012,Oxford/AZ,1375,0.021146363594420434,0.021146688813017133,FALSE
E54000013,Oxford/AZ,1750,0.02691355366562601,0.02691396758020362,FALSE
E54000014,Oxford/AZ,1048,0.016117373852329177,0.016117621728030513,FALSE
E54000015,Oxford/AZ,2163,0.03326515233071375,0.033265663929131675,FALSE
E54000016,Oxford/AZ,913,0.01404118542669517,0.014041401371843376,FALSE
E54000017,Oxford/AZ,2080,0.03198868092828691,0.03198917289532773,FALSE
E54000020,Oxford/AZ,686,0.010550113036925395,0.01055027529143982,FALSE
E54000021,Oxford/AZ,863,0.013272226750534426,0.013272430869551844,FALSE
E54000022,Oxford/AZ,2077,0.031942543407717267,0.031943034665190245,FALSE
E54000023,Oxford/AZ,1169,0.017978253848638173,0.01797853034357602,FALSE
E54000024,Oxford/AZ,2591,0.039847438598649705,0.03984805142874719,FALSE
E54000025,Oxford/AZ,4613,0.07094412746259016,0.07094521854141675,FALSE
E54000026,Oxford/AZ,3500,0.05382710733125202,0.05382793516040724,FALSE
E54000027,Oxford/AZ,1914,0.029435738123433246,0.02943619082771985,FALSE
E54000029,Oxford/AZ,113,0.0017378466081232795,0.0017378733351788626,FALSE
E54000033,Oxford/AZ,2582,0.03970902603694078,0.03970963673833472,FALSE
E54000035,Oxford/AZ,171,0.0026298386724697416,0.00262987911783704,FALSE
E54000036,Oxford/AZ,1175,0.018070528889777462,0.018070806803851005,FALSE
E54000037,Oxford/AZ,1961,0.030158559279024347,0.03015902309987389,FALSE
E54000040,Oxford/AZ,2438,0.03749442504959784,0.03749500169173511,FALSE
E54000041,Oxford/AZ,2665,0.04098549743936761,0.04098612777213866,FALSE
E54000042,Oxford/AZ,3376,0.05192008981437338,0.051920888314724245,FALSE
E54000043,Oxford/AZ,1613,0.024806606892945574,0.024806988403924826,FALSE
E54000044,Oxford/AZ,67,0.0010304046260553958,0.001030420473070653,FALSE
E54000049,Oxford/AZ,6696,0.10297894591144671,0.10298052966688198,FALSE
(missing),Oxford/AZ,-,-,-,TRUE
