strata,model,model_descr,term,estimate,conf.low,conf.high,std.error,statistic,p.value,or,or.ll,or.ul,ve,ve.ll,ve.ul
all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw1-3,-4.753744151931931,-6.141970751772556,-3.3655175520913065,0.7082918924994435,-6.711560872392262,1.925534341347632e-11,0.008619362508843044,0.0021506809807230434,0.034544133102377715,0.9913806374911569,0.9654558668976223,0.997849319019277
all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw4-7,-3.796780750233421,-4.497355421673129,-3.0962060787937133,0.357442624949107,-10.622070467320484,2.352837118594337e-26,0.022442905003253813,0.011138414031007536,0.04522044014371352,0.9775570949967461,0.9547795598562865,0.9888615859689924
all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw8-14,-3.10056706914033,-3.4635901990889373,-2.737543939191723,0.18521928607468663,-16.739979593108234,6.70111562736646e-63,0.04502366362289266,0.031317125230636435,0.06472913050283166,0.9549763363771073,0.9352708694971683,0.9686828747693635
all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw15-21,-2.6796788052251634,-3.016992912368993,-2.342364698081334,0.1721021966753065,-15.570276597228629,1.1590493161847779e-54,0.06858517981821331,0.04894818876782293,0.09610012155932673,0.9314148201817867,0.9038998784406733,0.9510518112321771
all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw22-28,-2.5571120671392222,-2.9515436326232725,-2.162680501655172,0.20124429254582035,-12.706507274272166,5.4410862488312364e-37,0.07752831402087407,0.05225897499633408,0.11501640580093465,0.922471685979126,0.8849835941990654,0.947741025003666
all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw29+,-2.081710071355484,-2.593724421058494,-1.5696957216524736,0.26123661135700166,-7.968676597594712,1.6038255811871288e-15,0.12471675518664645,0.07474115353606937,0.20810849563325992,0.8752832448133535,0.79189150436674,0.9252588464639306
all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw1-3,-4.769288569785999,-6.157169322768387,-3.3814078168036117,0.7081154367783358,-6.735185143660339,1.6372132708531264e-11,0.008486415505234202,0.0021182408494282647,0.03399955588002103,0.9915135844947658,0.966000444119979,0.9978817591505718
all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw4-7,-3.7902169781746746,-4.489467336351254,-3.0909666199980954,0.35676694250107505,-10.623789725594472,2.3098884398681877e-26,0.022590699630533204,0.011226622230764446,0.04545799255616556,0.9774093003694668,0.9545420074438344,0.9887733777692356
all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw8-14,-3.06066713495175,-3.419889819723459,-2.7014444501800408,0.18328024780312896,-16.69938343950394,1.3242611332985251e-62,0.046856425231511144,0.03271603940271449,0.06710850780103991,0.9531435747684889,0.9328914921989601,0.9672839605972855
all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw15-21,-2.7409564108337117,-3.075207811257237,-2.406705010410186,0.1705395624919938,-16.072261302783566,3.9925216681354685e-58,0.06450862063639888,0.04618003065422724,0.09011172312918127,0.9354913793636012,0.9098882768708187,0.9538199693457727
all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw22-28,-2.736659725028876,-3.1330094731349574,-2.3403099769227946,0.20222297513241974,-13.532882320798887,1.0002353509105e-41,0.06478639022797038,0.04358642749243201,0.09629778351299004,0.9352136097720296,0.90370221648701,0.956413572507568
all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw29+,-2.3482610792516563,-2.868744511989263,-1.8277776465140498,0.26555765148906485,-8.84275435516251,9.338739195688226e-19,0.09553514590489329,0.056770156106941916,0.1607704598499984,0.9044648540951067,0.8392295401500016,0.9432298438930581
all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw1-3,-2.546822692287871,-4.328713955825155,-0.7649314287505873,0.9091449014331974,-2.8013385856017012,0.005089109310948681,0.07833015002677693,0.013184492431462498,0.4653658405973833,0.9216698499732231,0.5346341594026167,0.9868155075685375
all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw4-7,-2.910769719803084,-3.631850337209979,-2.189689102396189,0.36790503452853585,-7.911742016613572,2.5381194258883635e-15,0.054433814954561455,0.026467165890595515,0.1119515486756474,0.9455661850454385,0.8880484513243526,0.9735328341094045
all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw8-14,-1.8314064282997393,-2.217236476099237,-1.4455763805002417,0.1968556824731862,-9.303294704480761,1.3615966362968682e-20,0.16018811617171197,0.10890966780271329,0.23561023626593605,0.839811883828288,0.764389763734064,0.8910903321972867
all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw15-21,-1.3265989457689389,-1.7030710777568605,-0.9501268137810173,0.19208114789735214,-6.906450530365797,4.96930110566092e-12,0.26537829417068287,0.18212334935577207,0.38669198247264436,0.7346217058293172,0.6133080175273556,0.8178766506442279
all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw22-28,-1.1020937690582757,-1.5450533757551095,-0.659134162361442,0.22600395221077668,-4.876435824584328,1.0801980870190133e-6,0.3321748576452682,0.21330048584456918,0.5172990376217823,0.6678251423547318,0.4827009623782177,0.7866995141554308
all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw29+,-0.5014859215687159,-1.081981396585464,0.0790095534480324,0.2961766030374143,-1.693198977994106,0.09041759907465458,0.6056300719903448,0.3389233184044729,1.0822146609024517,0.3943699280096552,-0.08221466090245166,0.6610766815955271
