strata,model,model_descr,term,estimate,conf.low,conf.high,std.error,statistic,p.value,or,or.ll,or.ul,ve,ve.ll,ve.ul
all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw1-3,-2.172245324681837,-2.6651835176778675,-1.679307131685807,0.25150369949869683,-8.637031300182098,5.769258158799371e-18,0.11392153868643659,0.06958658199346503,0.1865031534082829,0.8860784613135634,0.8134968465917171,0.930413418006535
all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw4-7,-1.5538145538063213,-1.8548354556509274,-1.252793651961715,0.1535849149367135,-10.116973756482459,4.645574659701435e-24,0.2114398847398125,0.15647868824065325,0.2857055191441102,0.7885601152601875,0.7142944808558898,0.8435213117593467
all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw8-14,-1.4585598085859148,-1.6755319611860933,-1.2415876559857364,0.1107021120345206,-13.175537320652811,1.2136031028457512e-39,0.23257098038091376,0.18720856529842353,0.2889251398787086,0.7674290196190863,0.7110748601212914,0.8127914347015764
all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw15-21,-1.6145413737514875,-1.8573639651429823,-1.3717187823599928,0.12389135377325733,-13.031913241551774,8.056189985686352e-39,0.1989819078432026,0.15608353018311444,0.25367058012123395,0.8010180921567974,0.746329419878766,0.8439164698168855
all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw22-28,-1.3052607909285245,-1.554646000617151,-1.055875581239898,0.12723968994111381,-10.258283335432488,1.0862049586778349e-24,0.2711018249290742,0.2112641567863101,0.3478876899795855,0.7288981750709258,0.6521123100204145,0.78873584321369
all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw29+,-1.2960620932024016,-1.5266183955347872,-1.065505790870016,0.1176329280287721,-11.017851165665068,3.1345252740381823e-28,0.27360711370105245,0.2172691447618257,0.3445535386531044,0.7263928862989475,0.6554464613468955,0.7827308552381743
all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw1-3,-2.198938011656329,-2.6908333434930163,-1.7070426798196414,0.2509716177014962,-8.761699955537322,1.9232763865031375e-18,0.11092089253004828,0.06782439479643544,0.1814014623586311,0.8890791074699518,0.8185985376413689,0.9321756052035646
all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw4-7,-1.574321089569041,-1.8735063245080046,-1.2751358546300773,0.15264833297902342,-10.31338540582281,6.13030161432597e-25,0.20714813998564896,0.15358420055825064,0.2793930088091268,0.792851860014351,0.7206069911908732,0.8464157994417494
all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw8-14,-1.4771821148982964,-1.6881120091595225,-1.2662522206370703,0.1076192705197719,-13.726000071956513,7.094342911112071e-43,0.22828004985985773,0.1848682242320272,0.2818860914605524,0.7717199501401423,0.7181139085394477,0.8151317757679728
all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw15-21,-1.6712588141265976,-1.9023986450596009,-1.4401189831935943,0.11793065217330773,-14.171538809694365,1.3745512433600172e-45,0.1880102466600403,0.14921028712063367,0.23689956993776928,0.8119897533399597,0.7631004300622307,0.8507897128793663
all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw22-28,-1.5080015517882672,-1.751292463822806,-1.2647106397537284,0.124130297267494,-12.148537343293446,5.8401044712669674e-34,0.22135189653840434,0.17354949199412753,0.28232097678975854,0.7786481034615956,0.7176790232102415,0.8264505080058725
all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw29+,-1.6653107428634246,-1.894276105293959,-1.4363453804328903,0.11682120908168919,-14.255208929561139,4.1605524247385576e-46,0.18913187746847304,0.15042718908804004,0.23779522366674022,0.810868122531527,0.7622047763332598,0.84957281091196
all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw1-3,-2.14899202912022,-2.6412276526913474,-1.6567564055490922,0.2511452391236877,-8.556769925715585,1.1607386134872132e-17,0.11660162960663586,0.07127371645515354,0.19075671514165904,0.8833983703933641,0.809243284858341,0.9287262835448464
all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw4-7,-1.4192727817944848,-1.7246445543428022,-1.1139010092461674,0.15580478771908618,-9.109301469948495,8.291408212260017e-20,0.2418898596609323,0.17823639386705004,0.32827585285657085,0.7581101403390678,0.6717241471434292,0.82176360613295
all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw8-14,-1.1977618366639589,-1.4253707328504308,-0.970152940477487,0.11612912175010452,-10.314052311886021,6.08789376386588e-25,0.30186908871486395,0.24041931534626573,0.37902506539584385,0.698130911285136,0.6209749346041562,0.7595806846537343
all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw15-21,-1.2295358795483942,-1.5091199204130494,-0.9499518386837389,0.1426475399905195,-8.619397710119014,6.730719663264239e-18,0.2924282681299342,0.22110448189845286,0.38675964985977546,0.7075717318700658,0.6132403501402246,0.7788955181015471
all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw22-28,-1.2703874958483723,-1.5218233232287441,-1.0189516684680004,0.12828594268245005,-9.902780221157977,4.0486060227779684e-23,0.28072282177198576,0.2183134678221386,0.36097316143514,0.7192771782280143,0.63902683856486,0.7816865321778614
all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw29+,-1.3550308070174237,-1.60338530850709,-1.1066763055277575,0.12671380874784177,-10.693631739173044,1.090167543990322e-26,0.2579393479874351,0.20121419158906842,0.330656136700637,0.7420606520125649,0.669343863299363,0.7987858084109316
