strata,model,model_descr,term,estimate,conf.low,conf.high,std.error,statistic,p.value,or,or.ll,or.ul,ve,ve.ll,ve.ul
all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw1-3,-1.1580920360243565,-1.4000356351118068,-0.9161484369369062,0.1234428800712006,-9.381602530306978,6.4977514612671446e-21,0.3140848721816877,0.24658817658779528,0.4000569220246615,0.6859151278183123,0.5999430779753385,0.7534118234122047
all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw4-7,-1.2311146595487708,-1.4594940522082407,-1.0027352668893008,0.1165222394191411,-10.565490894148878,4.3070926557562924e-26,0.2919669524824458,0.23235380388942703,0.3668745676419104,0.7080330475175542,0.6331254323580896,0.7676461961105729
all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw8-14,-1.1469854856524957,-1.3432081276892351,-0.9507628436157562,0.10011543252045378,-11.456630179549634,2.178260079401971e-30,0.31759271559617347,0.26100698026956404,0.38644611303337534,0.6824072844038265,0.6135538869666246,0.738993019730436
all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw15-21,-1.071101494161609,-1.2924027174922594,-0.8498002708309587,0.11291086217718602,-9.486257331741713,2.3947837130660882e-21,0.3426309035473047,0.27461017910429864,0.4275003077036511,0.6573690964526953,0.5724996922963489,0.7253898208957014
all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw22-28,-1.404967770401417,-1.6904143463113972,-1.1195211944914367,0.14563868426233667,-9.646940835243132,5.064397477005955e-22,0.24537496466209985,0.1844430848460749,0.3264360565925985,0.7546250353379002,0.6735639434074014,0.815556915153925
all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw29+,-1.7601001455241005,-2.117700750374803,-1.4024995406733982,0.18245264079922402,-9.646887750235217,5.06701896551819e-22,0.17202763516269517,0.1203079287081625,0.24598135449124006,0.8279723648373049,0.75401864550876,0.8796920712918375
all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw1-3,-1.1714328952773538,-1.4112717341273833,-0.9315940564273245,0.1223690030744685,-9.572954472502078,1.0389345944554495e-21,0.30992253640994555,0.2438329951520191,0.393925270511031,0.6900774635900544,0.606074729488969,0.7561670048479809
all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw4-7,-1.2403137868391503,-1.4643032438890748,-1.0163243297892257,0.11428243519611832,-10.853057031123523,1.9286479326810345e-27,0.28929342722521406,0.2312390525836315,0.36192280715837166,0.7107065727747859,0.6380771928416283,0.7687609474163685
all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw8-14,-1.168049782243816,-1.3563910710156524,-0.9797084934719797,0.09609426002592311,-12.155250292043606,5.379677702036881e-34,0.3109728149860883,0.2575887209054038,0.3754205204345312,0.6890271850139117,0.6245794795654688,0.7424112790945963
all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw15-21,-1.1251741876726138,-1.3394937489418002,-0.9108546264034273,0.10934872424172684,-10.289778828926234,7.835614550468791e-25,0.32459592182556263,0.26197826178702355,0.40218036316097744,0.6754040781744374,0.5978196368390225,0.7380217382129765
all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw22-28,-1.4874600453731364,-1.765761222618743,-1.2091588681275298,0.14199300570868176,-10.475586723087375,1.1184190303282428e-25,0.22594581945567419,0.17105652481639302,0.2984482081831914,0.7740541805443258,0.7015517918168086,0.828943475183607
all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw29+,-1.90448471671262,-2.247919453521676,-1.5610499799035638,0.17522502429535727,-10.868794136974651,1.6233213873339307e-27,0.14889934820352216,0.10561874082505422,0.20991554834153509,0.8511006517964779,0.7900844516584649,0.8943812591749458
all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw1-3,-0.8127100509368822,-1.12012054764948,-0.5052995542242844,0.15684497222265953,-5.1816136623311495,2.199744760242061e-7,0.4436541103315484,0.3262404647313355,0.6033248198569411,0.5563458896684517,0.3966751801430589,0.6737595352686645
all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw4-7,-0.9848139713471201,-1.211686034332865,-0.7579419083613753,0.11575317953558473,-8.507878360649002,1.771448914408878e-17,0.3735087037951233,0.2976949321851548,0.468629918509812,0.6264912962048768,0.531370081490188,0.7023050678148453
all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw8-14,-0.8424418075324882,-1.0343823883642445,-0.650501226700732,0.09793066727029638,-8.602430995464191,7.80450780908902e-18,0.4306576553948016,0.3554458406345972,0.521784179044056,0.5693423446051984,0.47821582095594395,0.6445541593654027
all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw15-21,-0.7663583888499492,-0.9885171820805709,-0.5441995956193275,0.11334840588040497,-6.761086606357231,1.3696061751178018e-11,0.46470225567844586,0.3721280803018571,0.5803060770298929,0.5352977443215541,0.4196939229701071,0.6278719196981428
all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw22-28,-1.1294998636698792,-1.4177408714278543,-0.8412588559119041,0.14706444099564253,-7.68030569472158,1.587094029358541e-14,0.3231948574975428,0.24226069721695598,0.4311674040106994,0.6768051425024573,0.5688325959893006,0.757739302783044
all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw29+,-1.5550901196567972,-1.9132950875452794,-1.196885151768315,0.18276099495396725,-8.508873132631413,1.7563187935255023e-17,0.2111703511838554,0.14759325177459173,0.302133848824039,0.7888296488161446,0.697866151175961,0.8524067482254083
